"Financial Year","Name","Party Group","Total Receipts","Total Payments","Total Debts","Total Discretionary Benefits"
"2020-21","Socialist Equality Party","","372676","238929","0","0"
"2020-21","Sustainable Australia Party - Universal Basic Income","","386151","414915","0","0"
"2020-21","The Australian Mental Health Party","","1570","2825","0","0"
"2020-21","The Great Australian Party","","300000","260706","13050","0"
"2020-21","The Greens (WA) Inc","The Greens","1793282","1483759","7019","0"
"2020-21","The Greens NSW","The Greens","2093398","2111086","175017","0"
"2020-21","The Small Business Party","","0","2394","0","0"
"2020-21","The Together Party","","0","0","20000","0"
"2020-21","The Women's Party","","0","0","0","0"
"2020-21","Transport Matters Party","","0","0","0","0"
"2020-21","Trumpet of Patriots","","23893","25211","0","0"
"2020-21","Trumpet of Patriots Party Australian Capital Territory","","702","701","0","0"
"2020-21","Trumpet of Patriots Party New South Wales","","791","226","0","0"
"2020-21","Trumpet of Patriots Party Northern Territory","","24595","24595","0","0"
"2020-21","Trumpet of Patriots Party Queensland","","0","0","0","0"
"2020-21","Trumpet of Patriots Party South Australia","","1","0","0","0"
"2020-21","Trumpet of Patriots Party Tasmania","","414","410","0","0"
"2020-21","Trumpet of Patriots Party Victoria","","0","0","0","0"
"2020-21","Trumpet of Patriots Western Australia","","0","0","0","0"
"2020-21","United Australia Party","","4437033","4680775","992","0"
"2020-21","Victorian Socialists","","79627","71120","0","0"
"2020-21","Voluntary Euthanasia Party","","564","1711","0","0"
"2020-21","VOTEFLUX.ORG | Upgrade Democracy!","","2642","6019","0","0"
"2020-21","votefusion.org for big ideas","","2989","714","0","0"
"2020-21","WESTERN AUSTRALIA PARTY","","215506","216829","47197","0"
"2020-21","Yellow Vest Australia","","0","0","0","0"
"2019-20","Animal Justice Party","","1374791","1172670","40922","21224"
"2019-20","Australia First Party (NSW) Incorporated","","27758","16358","0","0"
"2019-20","Australian Affordable Housing Party","","1700","211","0","0"
"2019-20","Australian Better Families","","15126","15572","0","0"
"2019-20","Australian Christians","","226615","175768","0","0"
"2019-20","Australian Citizens Party","","2147894","2085858","966128","0"
"2019-20","Australian Democrats","","27089","5475","0","0"
"2019-20","Australian Greens","The Greens","3014557","3732322","399035","272353"
"2019-20","Australian Greens (South Australia)","The Greens","307384","285476","18435","0"
"2019-20","Australian Greens Victoria","The Greens","4433586","4025816","53849","0"
"2019-20","Australian Greens, Australian Capital Territory Branch","The Greens","548828","358854","19464","0"
"2019-20","Australian Greens, Northern Territory Branch","The Greens","93624","22873","0","0"
"2019-20","Australian Greens, Tasmanian Branch","The Greens","446938","195347","9777","0"
"2019-20","Australian Labor Party (ACT Branch)","Australian Labor Party","2074677","1566062","631635","0"
"2019-20","Australian Labor Party (ALP)","Australian Labor Party","9376356","8301257","2945955","1163605"
"2019-20","Australian Labor Party (N.S.W. Branch)","Australian Labor Party","13936682","13959838","300359","0"
"2019-20","Australian Labor Party (Northern Territory) Branch","Australian Labor Party","1028273","950512","256452","0"
"2019-20","Australian Labor Party (South Australian Branch)","Australian Labor Party","2050346","1790746","3814","0"
"2019-20","Australian Labor Party (State of Queensland)","Australian Labor Party","7781123","8165192","159058","0"
"2019-20","Australian Labor Party (Tasmanian Branch)","Australian Labor Party","873161","514985","8093","0"
"2019-20","Australian Labor Party (Victorian Branch)","Australian Labor Party","9558911","4861584","160713","0"
"2019-20","Australian Labor Party (Western Australian Branch)","Australian Labor Party","3923462","2724794","130026","0"
"2019-20","Australian People's Party","","0","0","0","0"
"2019-20","Australian Progressives","","5345","3767","21290","0"
"2019-20","Australian Workers Party","","0","0","0","0"
"2019-20","Centre Alliance","","169927","75675","0","0"
"2019-20","Child Protection Party","","81","276","0","0"
"2019-20","Christian Democratic Party (Fred Nile Group)","Christian Democratic Party (Fred Nile Group)","1310397","685697","67038","0"
"2019-20","Country Labor Party","Australian Labor Party","4358580","3808418","1949245","0"
"2019-20","Country Liberal Party (NT)","","429768","605927","21198","0"
"2019-20","Democratic Labour Party","Democratic Labor Party","260","0","0","0"
"2019-20","Democratic Labour Party - Queensland Branch","Democratic Labor Party","3594","1510","0","0"
"2019-20","Democratic Labour Party - Victorian Branch","Democratic Labor Party","67614","52184","0","0"
"2019-20","Democratic Labour Party - WA Branch","Democratic Labor Party","240","500","0","0"
"2019-20","Democratic Labour Party NSW Branch","Democratic Labor Party","2600","2165","0","0"
"2019-20","Derryn Hinch's Justice Party","","88925","96292","0","0"
"2019-20","Health Australia Party","","9229","3129","10633","0"
"2019-20","Health Environment Accountability Rights Transparency (HEART)","","23314","7440","32301","0"
"2019-20","Independents CAN","","7500","10936","0","0"
"2019-20","Jacqui Lambie Network","","171273","123897","0","0"
"2019-20","Katter's Australian Party (KAP)","","425982","258006","16120","0"
"2019-20","Legalise Cannabis Australia","","0","400","0","0"
"2019-20","Liberal Democratic Party","","98591","27812","0","0"
"2019-20","Liberal Democratic Party (ACT Branch)","","404","0","0","0"
"2019-20","Liberal Democratic Party (NSW Branch)","","3981","1501","0","0"
"2019-20","Liberal Democratic Party (QLD Branch)","","3166","600","0","0"
"2019-20","Liberal Democratic Party (SA Branch)","","1","0","0","0"
"2019-20","Liberal Democratic Party (Victoria Branch)","","303598","178619","0","0"
"2019-20","Liberal Democratic Party (WA Branch)","","0","3777","0","0"
"2019-20","Liberal National Party of Queensland","Liberal","10393589","10667314","65548","0"
"2019-20","Liberal Party (W.A. Division) Inc","Liberal","3208879","2876043","64825","0"
"2019-20","Liberal Party of Australia","Liberal","13151626","10288063","1810326","1175577"
"2019-20","Liberal Party of Australia - ACT Division","Liberal","985081","1059138","0","0"
"2019-20","Liberal Party of Australia - Tasmanian Division","Liberal","1934934","1814248","60212","0"
"2019-20","Liberal Party of Australia (S.A. Division)","Liberal","3067963","3010948","80161","0"
"2019-20","Liberal Party of Australia (Victorian Division)","Liberal","13443793","11637740","4435539","0"
"2019-20","Liberal Party of Australia, NSW Division","Liberal","10815404","11211513","2838020","0"
"2019-20","Love Australia or Leave","","961","386","5000","0"
"2019-20","National Party of Australia","The Nationals","1765557","1312803","80723","0"
"2019-20","National Party of Australia - N.S.W.","The Nationals","8066718","5623487","1035099","0"
"2019-20","National Party of Australia - Victoria","The Nationals","1737290","1607020","780966","0"
"2019-20","National Party of Australia (S.A.) Inc.","The Nationals","4423","4012","0","0"
"2019-20","National Party of Australia (WA) Inc","The Nationals","853577","456819","49623","0"
"2019-20","Non-Custodial Parents Party (Equal Parenting)","","1","0","0","0"
"2019-20","Online Direct Democracy - (Empowering the People!)","","10916","6500","95231","0"
"2019-20","Pauline Hanson's One Nation","One Nation","5782105","3900452","241418","0"
"2019-20","Pirate Party Australia","","4501","2762","0","0"
"2019-20","Queensland Greens","The Greens","2832772","1626248","67927","0"
"2019-20","Reason Australia","","100091","99955","8738","0"
"2019-20","Republican Party of Australia","","33164","32808","0","0"
"2019-20","Science Party","","16434","15624","0","0"
"2019-20","Secular Party of Australia","","4215","4216","0","0"
"2019-20","Seniors United Party of Australia","","2579","2672","0","0"
"2019-20","Shooters, Fishers and Farmers Party","","187694","86367","30994","0"
"2019-20","Socialist Alliance","","71400","53164","228","0"
"2019-20","Socialist Equality Party","","357992","352926","0","0"
"2019-20","Sustainable Australia Party - Universal Basic Income","","428377","425451","0","0"
"2019-20","The Australian Mental Health Party","","800","297","0","0"
"2019-20","The Great Australian Party","","224490","69158","10473","0"
"2019-20","The Greens (WA) Inc","The Greens","1607810","523818","0","0"
"2019-20","The Greens NSW","The Greens","5885309","2659643","146380","0"
"2019-20","The Small Business Party","","8000","5464","0","0"
"2019-20","The Together Party","","0","0","20000","0"
"2019-20","The Women's Party","","742","742","0","0"
"2019-20","Tim Storer Independent SA","","0","0","0","0"
"2019-20","Transport Matters Party","","0","0","0","0"
"2019-20","Trumpet of Patriots","","8278","5395","0","0"
"2019-20","United Australia Party","","10182222","6104878","11408","0"
"2019-20","Victorian Socialists","","49684","20684","0","0"
"2019-20","Voluntary Euthanasia Party","","486","4853","0","0"
"2019-20","VOTEFLUX.ORG | Upgrade Democracy!","","9304","10021","0","0"
"2019-20","votefusion.org for big ideas","","550","0","0","0"
"2019-20","WESTERN AUSTRALIA PARTY","","9846","7257","52509","0"
"2019-20","Yellow Vest Australia","","2423","900","0","0"
"2018-19","Animal Justice Party","","1219469","1090964","35199","0"
"2018-19","Australia First Party (NSW) Incorporated","","27598","40819","15500","0"
"2018-19","Australian Affordable Housing Party","","4979","5320","0","0"
"2018-19","Australian Better Families","","42756","65998","1000","0"
"2018-19","Australian Christians","","209211","214895","0","0"
"2018-19","Australian Citizens Party","","1880326","1807432","1051068","0"
"2018-19","Australian Conservatives","","3621676","4588390","0","0"
"2018-19","Australian Conservatives (ACT)","","994","2977","0","0"
"2018-19","Australian Conservatives (NSW)","","241255","369205","0","0"
"2018-19","Australian Conservatives (NT)","","2003","2291","0","0"
"2018-19","Australian Conservatives (Qld)","","447142","557040","0","0"
"2018-19","Australian Conservatives (SA)","","103098","114888","0","0"
"2018-19","Australian Conservatives (Tas)","","21949","24227","0","0"
"2018-19","Australian Conservatives (Vic)","","549644","665838","0","0"
"2018-19","Australian Conservatives (WA)","","91098","93127","0","0"
"2018-19","Australian Democrats","","27782","30833","12575","0"
"2018-19","Australian Greens","The Greens","5080607","4489151","1319691","295000"
"2018-19","Australian Greens (South Australia)","The Greens","1310043","733763","624036","0"
"2018-19","Australian Greens Victoria","The Greens","6715057","6190688","2266053","0"
"2018-19","Australian Greens, Australian Capital Territory Branch","The Greens","333456","554239","35077","0"
"2018-19","Australian Greens, Northern Territory Branch","The Greens","37719","79893","0","0"
"2018-19","Australian Greens, Tasmanian Branch","The Greens","585485","772348","26973","0"
"2018-19","Australian Labor Party (ACT Branch)","Australian Labor Party","1925988","1679653","36093","0"
"2018-19","Australian Labor Party (ALP)","Australian Labor Party","49995144","50767513","1726794","1175000"
"2018-19","Australian Labor Party (N.S.W. Branch)","Australian Labor Party","19545131","18153347","5105795","0"
"2018-19","Australian Labor Party (Northern Territory) Branch","Australian Labor Party","593386","572503","24535","0"
"2018-19","Australian Labor Party (South Australian Branch)","Australian Labor Party","2532077","2337149","213216","0"
"2018-19","Australian Labor Party (State of Queensland)","Australian Labor Party","10274492","9342246","179588","0"
"2018-19","Australian Labor Party (Tasmanian Branch)","Australian Labor Party","1211881","873343","6562","0"
"2018-19","Australian Labor Party (Victorian Branch)","Australian Labor Party","31263232","29109394","390753","0"
"2018-19","Australian Labor Party (Western Australian Branch)","Australian Labor Party","5163135","5550988","482375","0"
"2018-19","Australian People's Party","","0","0","0","0"
"2018-19","Australian Progressives","","14790","12428","21290","0"
"2018-19","Australian Workers Party","","6570","6570","0","0"
"2018-19","Centre Alliance","","395660","433537","22806","0"
"2018-19","Child Protection Party","","2633","3152","0","0"
"2018-19","Christian Democratic Party (Fred Nile Group)","Christian Democratic Party (Fred Nile Group)","624054","1507143","121393","0"
